"Address","City","State","Zip","Longitude","Latitude"
"198 Newtown Rd","Virginia Beach",VA,"23462",-76.1851,36.8438
"7323 Comfort Inn Drive","Warrenton",VA,"20187",-77.7733,38.7322
"409 Bypass Rd","Williamsburg",VA,"23185",-76.7112,37.2846
"1601 Martinsburg","Winchester",VA,"22603",-78.1409,39.2162
"13775 Jeff Davis Hwy","Woodbridge",VA,"22191",-77.2555,38.6528
"3249 Chapman Road","Wytheville",VA,"24382",-80.9931,36.9365
"361 S Main St, Us Rt 7 So","Rutland",VT,"05701",-72.9678,43.5840
"730 Shelburne Rd","South Burlington",VT,"05403",-73.2095,44.4458
"418 W Heron St","Aberdeen",WA,"98520",-123.8208,46.9715
"2202 State Rt 530 Ne","Arlington",WA,"98223",-122.1987,48.1880
"521 Auburn Way S","Auburn",WA,"98002",-122.2256,47.3029
"2233 148th Ave Ne","Bellevue",WA,"98007",-122.1431,47.6302
"161 Telegraph Rd","Bellingham",WA,"98226",-122.4854,48.7844
"20805 State Route 410 E","Bonney Lake",WA,"98391",-122.2513,47.2006
"22833 Bothell Hwy Se","Bothell",WA,"98021",-122.2171,47.7905
"5004 Kitsap Way","Bremerton",WA,"98312",-122.6824,47.5696
"1052a Harrison Ave","Centralia",WA,"98531",-122.9791,46.7281
"118 Interstate Ave","Chehalis",WA,"98532",-122.9567,46.6473
"8431 244th St Sw","Edmonds",WA,"98026",-122.3466,47.7778
"2903 Pacific Ave","Everett",WA,"98201",-122.1925,47.9767
"132 128 St Sw","Everett",WA,"98204",-122.2357,47.8819
"8417 Evergreen Way","Everett",WA,"98208",-122.2285,47.9214
"2132 S 320th St","Federal Way",WA,"98003",-122.3060,47.3151
"34726 S 16th","Federal Way",WA,"98003",-122.3135,47.2903
"5720 Barrett Rd","Ferndale",WA,"98248",-122.5735,48.8487
"5110 Pacific Hwy E","Fife",WA,"98424",-122.3605,47.2431
"110 Kelso Dr","Kelso",WA,"98626",-122.8958,46.1451
"2801 W Kennewick","Kennewick",WA,"99336",-119.1590,46.2095
"1246 North Central Ave","Kent",WA,"98032",-122.2281,47.3951
"12106 Ne 124th","Kirkland",WA,"98034",-122.1798,47.7093
"108 College Street Se","Lacey",WA,"98516",-122.8232,47.0485
"4109 196th Place","Lynnwood",WA,"98036",-122.2885,47.8210
"18824 State Rt 2","Monroe",WA,"98272",-121.9773,47.8609
"1590 E Yonezawa Blvd","Moses Lake",WA,"98837",-119.2521,47.1061
"100 East College Way","Mt Vernon",WA,"98273",-122.3392,48.4359
"626 S Hill Park Dr","Puyallup",WA,"98373",-122.3012,47.1619
"16515 Meridian Ave E","Puyallup",WA,"98375",-122.2934,47.1056
"4750 Ne Lk Washington","Renton",WA,"98056",-122.1962,47.5337
"1301a George Washington Way","Richland",WA,"99354",-119.2743,46.2865
"17206 Pacific Hwy","Seatac",WA,"98188",-122.2963,47.4485
"18623 Pacific Hwy South","Seatac",WA,"98188",-122.2957,47.4361
"2762 4th Avenue S","Seattle",WA,"98134",-122.3291,47.5791
"14821 First Ave South","Seattle",WA,"98168",-122.3339,47.4701
"E 301 Wallace-Kneeland Blvd","Shelton",WA,"98584",-123.1258,47.2312
"20420 Mountain Highway","Spanaway",WA,"98387",-122.4195,47.0720
"North 6 Pines","Spokane",WA,"99206",-117.2394,47.6575
"3525 N Division St","Spokane",WA,"99207",-117.4113,47.6903
"2022 N Argonne Rd","Spokane",WA,"99212",-117.2828,47.6758
"3711 S Geiger Blvd","Spokane",WA,"99224",-117.5072,47.6212
"5924 6th Ave","Tacoma",WA,"98406",-122.5162,47.2554
"10802 Pacific Ave South","Tacoma",WA,"98444",-122.4342,47.1593
"8614 S Hosmer","Tacoma",WA,"98444",-122.4632,47.1791
"11755 Pacific Highway","Tacoma",WA,"98499",-122.5027,47.1503
"6112 100th St Sw","Tacoma",WA,"98499",-122.5194,47.1667
"2603 Rudkin Rd","Union Gap",WA,"98903",-120.4752,46.5630
"1337 N Wenatchee Ave","Wenatchee",WA,"98801",-120.3252,47.4414
"1012 N 40th Ave","Yakima",WA,"98908",-120.5609,46.6146
"3470 West College Avenue","Appleton",WI,"54914",-88.4581,44.2621
"780 Hwy 54","Black River Falls",WI,"54615",-90.8568,44.2946
"2894 S Oneida Street","Green Bay",WI,"54303",-88.0764,44.4707
"4695 S 108th St","Greenfield",WI,"53228",-88.0480,42.9593
"1000 Gateway Blvd","Hudson",WI,"54016",-92.7234,44.9596
"2020 Milton Ave","Janesville",WI,"53545",-89.0050,42.7069
"1090 Wisconsin Dells Pkwy S","Lake Delton",WI,"53940",-89.7932,43.6017
"1798 Thierer Road","Madison",WI,"53704",-89.3143,43.1236
"433 S Gammon Road","Madison",WI,"53719",-89.5027,43.0586
"611 Gateway Avenue","Mauston",WI,"53948",-90.0612,43.7967
"1827 N Broadway St","Menomonie",WI,"54751",-91.9322,44.9032
"4925 S Howell Avenue","Milwaukee",WI,"53207",-87.9098,42.9550
"3801 S 27th Street","Milwaukee",WI,"53221",-87.9485,42.9757
"7822 W Capitol Dr","Milwaukee",WI,"53222",-88.0100,43.0900
"8001 W Brown Deer Road","Milwaukee",WI,"53223",-88.0089,43.1778
"1201 E Broadway","Monona",WI,"53716",-89.3120,43.0482
"9650 South 20th Street","Oak Creek",WI,"53154",-87.9423,42.8692
"2801 N Grandview Boulevard","Pewaukee",WI,"53072",-88.2559,43.0425
"5501 Washington Avenue","Racine",WI,"53406",-87.8463,42.7188
"1500 County Hwy Xx","Rothschild",WI,"54474",-89.6160,44.8583
"310 E McCoy Blvd","Tomah",WI,"54660",-90.5016,44.0181
"2300 W St Paul Ave","Waukesha",WI,"53188",-88.2647,42.9913
"11155 West North Avenue","Wauwatosa",WI,"53226",-88.0523,43.0597
"531 Hwy 128","Wilson",WI,"54027",-92.1955,44.9350
"600 S Frontage Rd","Wisconsin Dells",WI,"53965",-89.7936,43.6232
"489 Emily Dr","Clarksburg",WV,"26301",-80.2778,39.2804
"Rr3 Box 3188","Keyser",WV,"26726",-78.9770,39.4382
"100 Hornbeck Road","Morgantown",WV,"26508",-79.9584,39.5818
"4220 Hospitality Lane","Casper",WY,"82609",-106.2728,42.8518
"2250 Etchepare Dr","Cheyenne",WY,"82007",-104.8529,41.0990
"#1 Flying J Way","Rawlins",WY,"82301",-107.2340,41.7859
"650 Stagecoach Dr","Rock Springs",WY,"82901",-109.2400,41.6052
