Name,Address,Phone,Fax,Longitude,Latitude
La Quinta Inn & Suites San Antonio Riverwalk,"303 Blum St,
San Antonio, TX 78205-3303",1-210-222-9181,1-210-228-9816,-98.482471,29.423821
La Quinta Inn San Antonio Sea World Ingram Park,"7134 Northwest Loop 410,
San Antonio, TX 78238-4116",1-210-680-8883,1-210-681-3877,-98.628099,29.454693
La Quinta Inn San Antonio South Park,"7202 South Pan Am Expwy,
San Antonio, TX 78224-1415",1-210-922-2111,1-210-923-7979,-98.525624,29.355711
La Quinta Inn & Suites San Antonio The Dominion,"25042 IH-10 West,
San Antonio, TX 78257",1-210-564-6700,1-210-698-8334,-98.633803,29.674402
La Quinta Inn San Antonio Vance Jackson,"5922 I-10 West,
San Antonio, TX 78201-2814",1-210-734-7931,1-210-733-6039,-98.533714,29.483886
La Quinta Inn San Bernardino,"205 East Hospitality Ln,
San Bernardino, CA 92408-3411",1-909-888-7571,1-909-884-3864,-117.28313,34.065754
La Quinta Inn & Suites Carlsbad - Legoland Area,"760 Macadamia Dr,
Carlsbad, CA 92011",1-760-438-2828,1-760-438-8181,-117.31404,33.10635
La Quinta Inn San Diego Chula Vista,"150 Bonita Rd,
Chula Vista, CA 91910",1-619-691-1211,1-619-427-0135,-117.062048,32.647389
La Quinta Inn San Diego - Miramar,"10185 Paseo Montril,
San Diego, CA 92129",1-858-484-8800,1-858-538-0476,-117.106399,32.950618
La Quinta Inn & Suites San Diego Mission Bay,"4610 De Soto Street,
San Diego, CA 92109",1-858-483-9800,1-858-263-4172,-117.217931,32.80693
La Quinta Inn San Diego Oceanside,"937 North Coast Hwy,
Oceanside, CA 92054",1-760-450-0730,1-760-450-0626,-117.384496,33.202764
La Quinta Inn & Suites San Diego Old Town/Airport,"2380 Moore St,
San Diego, CA 92110",1-619-291-9100,1-619-291-5837,-117.194662,32.749279
La Quinta Inn & Suites San Diego SeaWorld/Zoo Area,"641 Camino Del Rio South,
San Diego, CA 92108",1-619-295-6886,1-619-296-9661,-117.15845,32.76354
La Quinta Inn San Diego Vista,"630 Sycamore Ave,
Vista, CA 92083",1-760-727-8180,1-760-598-1732,-117.216998,33.166746
La Quinta Inn & Suites San Francisco Airport North,"20 Airport Blvd,
South San Francisco, CA 94080-6515",1-650-583-2223,1-650-589-6770,-122.407538,37.650684
La Quinta Inn & Suites San Francisco Airport West,"1390 El Camino Real,
Millbrae, CA 94030",1-650-952-3200,1-650-952-0474,-122.400903,37.610262
La Quinta Inn & Suites San Jose Airport,"2585 Seaboard Ave,
San Jose, CA 95131",1-408-435-8800,1-408-435-8879,-121.938551,37.37815
LQ Hotel by La Quinta San Luis Potosi,"Av. Benito Juarez 1230 B (Carretera 57), Col. Valle Dorado, Zona Hotelera
San Luis Potosi, SL 78399",52-444-832-2000,1-52-444,-100.938992,22.136998
La Quinta Inn & Suites San Marcos Outlet Mall,"111 Center Point Court,
San Marcos, TX 78666",1-512-667-6284,1-512-667-6454,-97.980113,29.824809
La Quinta Inn San Marcos,"1619 I-35 North,
San Marcos, TX 78666",1-512-392-8800,1-512-392-0324,-97.909926,29.896737
La Quinta Inn Sandpoint,"415 Cedar St,
Sandpoint, ID 83864",1-208-263-9581,1-208-263-3395,-116.551927,48.275984
La Quinta Inn Sandusky near Cedar Point,"3304 Milan Rd,
Sandusky, OH 44870",1-419-626-6766,1-419-626-8882,-82.682802,41.427237
La Quinta Inn & Suites Santa Barbara Downtown,"1601 State Street,
Santa Barbara, CA 93101",1-805-966-0807,1-805-966-6502,-119.710005,34.426869
La Quinta Inn & Suites Santa Clarita - Valencia,"25201 The Old Rd,
Stevenson Ranch, CA 91381",1-661-286-1111,1-661-286-1141,-118.564751,34.376067
La Quinta Inn Santa Fe,"4298 Cerrillos Rd,
Santa Fe, NM 87507",1-505-471-1142,1-505-438-7219,-106.019228,35.635102
La Quinta Inn & Suites Santa Rosa,"2277 Historic Rte 66,
Santa Rosa, NM 88435",1-575-472-4800,1-575-472-4809,-104.66831,34.945491
La Quinta Inn & Suites Sarasota - I75,"5931 Commercial Way,
Sarasota, FL 34232",1-941-342-8778,1-941-342-8668,-82.449748,27.340223
La Quinta Inn & Suites Sarasota Downtown,"1803 North Tamiami Trail,
Sarasota, FL 34234",1-941-366-5128,1-941-953-4322,-82.54716,27.35327
La Quinta Inn & Suites Savannah Airport - Pooler,"414 Gray St,
Pooler, GA 31322",1-912-748-3771,1-912-748-3772,-81.24062,32.114214
La Quinta Inn Savannah I-95,"6 Gateway Blvd South,
Savannah, GA 31419",1-912-925-9505,1-912-925-3495,-81.281455,32.002669
La Quinta Inn Savannah Midtown,"6805 Abercorn St,
Savannah, GA 31405",1-912-355-3004,1-912-355-0143,-81.113014,32.015227
La Quinta Inn & Suites Savannah Southside,"8484 Abercorn St,
Savannah, GA 31406",1-912-927-7660,1-912-927-6392,-81.126485,32.000047
La Quinta Inn & Suites Schertz,"17650 Four Oaks Ln,
Schertz, TX 78154",1-210-655-2700,1-210-655-5700,-98.27793,29.605234
La Quinta Inn & Suites Searcy,"504 North Poplar St,
Searcy, AR 72143",1-501-278-4200,1-501-278-5694,-91.690983,35.251415
La Quinta Inn & Suites Seattle Bellevue / Kirkland,"10530 Northeast Northup Way,
Kirkland, WA 98033",1-425-828-6585,1-425-822-8722,-122.199839,47.642731
La Quinta Inn & Suites Seattle Downtown,"2224 8th Ave,
Seattle, WA 98121",1-206-624-6820,1-206-467-6926,-122.339453,47.617643
La Quinta Inn & Suites Seattle Sea-Tac Airport,"2824 South 188th St,
Seattle, WA 98188",1-206-241-5211,1-206-246-5596,-122.297016,47.435136
La Quinta Inn & Suites Sebring,"4115 US 27 South,
Sebring, FL 33870",1-863-386-1000,1-863-386-0016,-81.431094,27.461215
La Quinta Inn & Suites Secaucus Meadowlands,"350 Lighting Way,
Secaucus, NJ 07094",1-201-863-8700,1-201-863-6209,-74.04943,40.790192
La Quinta Inn & Suites Seguin,"1501 Hwy 46 North,
Seguin, TX 78155",1-830-372-0567,1-830-372-0527,-97.992564,29.581314
La Quinta Inn & Suites Sevierville / Kodak,"2428 Winfield Dunn Pkwy,
Sevierville, TN 37764",1-865-933-3339,1-865-933-9930,-83.583128,35.935254
La Quinta Inn & Suites Shawnee,"5401 Enterprise Ct,
Shawnee, OK 74804",1-405-275-7930,1-405-275-7119,-96.91034,35.38522
La Quinta Inn Sheboygan,"2932 Kohler Memorial Dr,
Sheboygan, WI 53081",1-920-457-2321,1-920-457-0827,-87.745829,43.757193
La Quinta Inn & Suites Sherman,"2912 Hwy 75 North,
Sherman, TX 75090",1-903-870-1122,1-903-870-1132,-96.611787,33.668303
La Quinta Inn & Suites Shreveport Airport,"6700 Financial Circle,
Shreveport, LA 71129",1-318-671-1100,1-318-671-1600,-93.862108,32.449416
La Quinta Inn & Suites Silverthorne - Summit Co,"560 Silverthorne Ln,
Silverthorne, CO 80498",1-970-468-6200,1-970-468-7829,-106.065643,39.630544
La Quinta Inn & Suites Sioux Falls,"4521 W. 41st Street,
Sioux Falls, SD 57106",1-605-275-4555,1-605-275-4556,-96.782126,43.51451
La Quinta Inn & Suites Slidell - North Shore Area,"126 Holiday Blvd,
Slidell, LA 70460",1-985-649-2170,1-985-649-2171,-89.829519,30.311755
La Quinta Inn & Suites Smyrna TN - Nashville,"2537 Highwood Blvd,
Smyrna, TN 37167",1-615-220-8845,1-615-220-8846,-86.568087,35.969258
La Quinta Inn & Suites Snellville - Stone Mountain,"2971 Main St West,
Snellville, GA 30078",1-770-736-4723,1-770-407-4208,-84.036491,33.853161
La Quinta Inn & Suites South Bend,"23040 Lincolnway West,
South Bend, IN 46628",1-574-233-3131,1-574-289-6187,-86.313813,41.696511
La Quinta Inn & Suites South Burlington,"1285 Williston Rd,
South Burlington, VT 05403",1-802-865-3400,1-802-846-3410,-73.173183,44.467249
La Quinta Inn & Suites South Padre Island,"7000 Padre Blvd,
South Padre Island, TX 78597",1-956-772-7000,1-956-772-9311,-97.169965,26.137937
La Quinta Inn & Suites Spokane North,"9601 N Newport Hwy.,
Spokane, WA 99218",1-509-468-5020,1-509-443-4702,-117.406573,47.744904
La Quinta Inn & Suites Spokane Valley,"3808 North Sullivan Rd,
Spokane Valley, WA 99216",1-509-893-0955,1-509-252-3988,-117.195478,47.691296
La Quinta Inn & Suites Springdale,"1300 South 48th St,
Springdale, AR 72762",1-479-751-2626,1-479-751-0075,-94.18364,36.173909
La Quinta Inn & Suites Springfield Airport Plaza,"2445 N. Airport Plaza Avenue,
Springfield, MO 65803",1-417-447-4466,1-417-447-4467,-93.346429,37.242838
La Quinta Inn & Suites Springfield,"1121 Lejune Dr.,
Springfield, IL 62703",1-217-697-5686,1-217-697-5694,-89.641006,39.746292
La Quinta Inn & Suites Springfield South,"2535 South Campbell,
Springfield, MO 65807-3501",1-417-890-6060,1-417-881-2397,-93.295728,37.168855
La Quinta Inn & Suites Springfield,"100 Congress Street,
Springfield, MA 01104",1-413-781-0900,1-413-785-1410,-72.595256,42.10948
La Quinta Inn & Suites St. Albans,"813 Fairfax Rd,
Saint Albans, VT 05478",1-802-524-3300,1-802-524-2387,-73.072954,44.793862
La Quinta Inn & Suites St. Augustine,"250 Outlet Mall Blvd,
Saint Augustine, FL 32084",1-904-209-2580,1-904-209-2585,-81.408351,29.918613
La Quinta Inn & Suites St. George,"91 East 2680 South,
Saint George, UT 84790",1-435-674-2664,1-435-628-7792,-113.58283,37.06301
La Quinta Inn St. Louis Hazelwood - Airport North,"318 Taylor Rd,
Hazelwood, MO 63042",1-314-731-4200,1-314-731-3339,-90.355232,38.780808
La Quinta Inn & Suites St. Louis Airport-Riverport,"13615 Riverport Drive,
Maryland Heights, MO 63043",1-314-209-0001,1-314-209-9511,-90.463709,38.750752
La Quinta Inn & Suites St. Louis Westport,"11805 Lackland Rd,
Saint Louis, MO 63146",1-314-991-3262,1-314-991-3374,-90.434487,38.698237
La Quinta Inn & Suites St. Petersburg Northeast,"6638 4th Street North,
St. Petersburg, FL 33702",1-727-525-1800,1-727-525-9250,-82.638751,27.83342
La Quinta Inn & Suites Stamford / New York City,"135 Harvard Ave,
Stamford, CT 06902",1-203-357-7100,1-203-358-9332,-73.56222,41.04371
La Quinta Inn & Suites Starkville at MSU,"982 Highway 12 East,
Starkville, MS 39759",1-662-270-4100,1-662-320-7180,-88.79391,33.481111
La Quinta Inn Steamboat Springs,"3155 Ingles Ln,
Steamboat Springs, CO 80487",1-970-871-1219,1-970-871-1211,-106.81493,40.4484
La Quinta Inn & Suites Stephenville,"105 Christy Plaza,
Stephenville, TX 76401",1-254-918-2444,1-254-918-2082,-98.241886,32.201662
La Quinta Inn & Suites Stevens Point,"4917 Main St,
Stevens Point, WI 54481",1-715-344-1900,1-715-344-1254,-89.532148,44.523108
La Quinta Inn & Suites Stillwater - University Area,"5285 West 6th Ave,
Stillwater, OK 74074",1-405-564-0599,1-405-564-0598,-97.130835,36.114559
La Quinta Inn Stockton,"2710 West March Ln,
Stockton, CA 95219",1-209-952-7800,1-209-472-0732,-121.344469,37.983028
La Quinta Inn & Suites Stonington - Mystic Area,"349 Liberty St,
Pawcatuck, CT 06379",1-860-599-2400,1-860-599-5485,-71.844755,41.397592
La Quinta Inn & Suites Sturbridge,"478 Main St.,
Sturbridge, MA 01518",1-508-347-5141,1-508-347-2034,-72.105111,42.114551
La Quinta Inn & Suites Sulphur Springs,"1344 Eaton Dr,
Sulphur Springs, TX 75482",1-903-885-8181,1-903-885-8121,-95.590657,33.118607
La Quinta Inn & Suites Summersville,"106 Merchants Walk Shopping CE,
Summersville, WV 26651",1-304-872-0555,1-304-872-9585,-80.834042,38.298281
La Quinta Inn & Suites Sunrise Sawgrass Mills,"13651 Northwest 2nd St,
Sunrise, FL 33325",1-954-846-1200,1-954-845-0100,-80.33133,26.1241
La Quinta Inn & Suites Sunrise,"13600 Northwest 2nd St,
Sunrise, FL 33325",1-954-845-9929,1-954-845-9996,-80.331586,26.123616
La Quinta Inn & Suites Sweetwater East,"308 SE Georgia Ave.
,
Sweetwater, TX 79556",1-325-933-6600,NA,-100.3902,32.4524
La Quinta Inn Sweetwater,"500 North West Georgia Ave,
Sweetwater, TX 79556",1-325-236-6887,1-325-235-9671,-100.40216,32.45014
La Quinta Inn & Suites Tacoma Seattle,"1425 East 27th St,
Tacoma, WA 98421-2200",1-253-383-0146,1-253-627-3280,-122.412362,47.239586
La Quinta Inn Tallahassee North,"2905 N. Monroe St,
Tallahassee, FL 32303",1-850-385-7172,1-850-422-2463,-84.305006,30.481896
La Quinta Inn Tampa Bay Airport,"4730 W. Spruce St,
Tampa, FL 33607-1497",1-813-287-0440,1-813-286-7399,-82.525897,27.959563
La Quinta Inn Tampa Bay Pinellas Park Clearwater,"7500 Hwy 19 North,
Pinellas Park, FL 33781",1-727-545-5611,1-727-544-4202,-82.685151,27.840134
La Quinta Inn & Suites Tampa Brandon Regency Park,"310 Grand Regency Blvd,
Brandon, FL 33510",1-813-643-0574,1-813-643-5408,-82.327112,27.943825
La Quinta Inn & Suites Tampa Brandon West,"602 South Falkenburg Rd,
Tampa, FL 33619",1-813-684-4007,1-813-681-3042,-82.334213,27.944576
La Quinta Inn & Suites Tampa Central,"3826 West Waters Ave,
Tampa, FL 33614",1-813-490-9090,1-813-490-9091,-82.50636,28.024447
La Quinta Inn & Suites Tampa Fairgrounds - Casino,"4811 US Hwy 301 North,
Tampa, FL 33610",1-813-626-0885,1-813-623-3321,-82.35804,27.98946
La Quinta Inn Tampa Near Busch Gardens,"9202 North 30th St,
Tampa, FL 33612",1-813-930-6900,1-813-930-0563,-82.426622,28.033633
La Quinta Inn & Suites Tampa North I-75,"17301 Dona Michelle Dr,
Tampa, FL 33647",1-813-971-7676,1-813-910-0950,-82.371109,28.123714
La Quinta Inn & Suites Tampa Bay Area Tampa South,"4620 West Gandy Blvd,
Tampa, FL 33611",1-813-835-6262,1-813-835-6888,-82.523198,27.893163
LQ Hotel Tegucigalpa,"Blvd. Fuerza Armadas, contiguo Mall Las Cascadas
Tegucigalpa, FM 11101",504-220-25000,504-220-25001,-87.199379,14.075929
La Quinta Inn Tehachapi,"500 Steuber Rd,
Tehachapi, CA 93561",1-661-823-8000,1-661-823-8006,-118.413488,35.125946
La Quinta Inn & Suites Temecula,"27330 Jefferson Ave,
Temecula, CA 92590",1-951-296-1003,1-951-296-1004,-117.165236,33.522922
La Quinta Inn Temple,"1604 West Barton Ave,
Temple, TX 76504-2457",1-254-771-2980,1-254-778-7565,-97.356682,31.103476
La Quinta Inn & Suites Terre Haute,"451 E Margaret Ave.,
Terre Haute, IN 47802",1-812-244-1144,1-812-244-1150,-87.410876,39.432477
La Quinta Inn Terrell,"1614 Hwy 34 South,
Terrell, TX 75160",1-972-551-1090,1-972-551-0252,-96.277571,32.703317
La Quinta Inn & Suites Dallas Plano - The Colony,"3750 Market Street,
The Colony, TX 75056",1-469-294-0323,1-469-294-0324,-96.897026,33.063722
La Quinta Inn & Suites Thousand Oaks Newbury Park,"1320 Newbury Rd,
Thousand Oaks, CA 91320",1-805-499-5910,1-805-498-5783,-118.91002,34.18285
La Quinta Inn Toledo Perrysburg,"1154 Professional Dr,
Perrysburg, OH 43551",1-419-872-0000,1-419-872-8650,-83.606449,41.549363
La Quinta Inn & Suites Tomball,"14000 Medical Complex Dr,
Tomball, TX 77375",1-281-516-0400,1-281-516-0401,-95.633444,30.084392
La Quinta Inn & Suites Trinidad,"2833 Toupal Dr,
Trinidad, CO 81082",1-719-845-0102,1-719-845-0201,-104.521195,37.140491
La Quinta Inn & Suites Tucson Airport,"7001 South Tucson Blvd,
Tucson, AZ 85706",1-520-573-3333,1-520-573-7710,-110.934124,32.124782
La Quinta Inn Tucson East,"6404 East Broadway,
Tucson, AZ 85710",1-520-747-1414,1-520-745-6903,-110.856563,32.220865
La Quinta Inn & Suites Tucson - Reid Park,"102 N. Alvernon Way,
Tucson, AZ 85711",1-520-795-0330,1-520-326-2111,-110.90924,32.223872
La Quinta Inn & Suites Tucumcari,"2516 South Adams St,
Tucumcari, NM 88401",1-575-461-2233,1-575-461-7988,-103.72305,35.154618
La Quinta Inn & Suites Tulare,"1500 N. Cherry Ct,
Tulare, CA 93274",1-559-685-8900,1-559-685-8901,-119.337097,36.226612
La Quinta Inn & Suites Tulsa Airport / Expo Square,"23 North 67th East Ave,
Tulsa, OK 74115",1-918-949-3600,1-918-949-3601,-95.901429,36.161694
La Quinta Inn & Suites Tulsa - Catoosa,"2009 S. Cherokee St,
Catoosa, OK 74015",1-918-739-4600,1-918-739-4609,-95.760207,36.167797
La Quinta Inn & Suites Tulsa Central,"6030 East Skelly Dr,
Tulsa, OK 74135",1-918-665-2630,1-918-858-9744,-95.910037,36.103188
La Quinta Inn & Suites Tumwater - Olympia,"4600 Capitol Blvd. SE,
Tumwater, WA 98501",1-360-352-5433,1-360-352-7519,-122.907334,47.006278
La Quinta Inn & Suites Tupelo,"1013 North Gloster St,
Tupelo, MS 38804",1-662-847-8000,1-662-847-8008,-88.715579,34.277
La Quinta Inn Tuscaloosa,"4122 McFarland Blvd East,
Tuscaloosa, AL 35405-3833",1-205-349-3270,1-205-758-0440,-87.525463,33.169701
La Quinta Inn & Suites Twin Falls,"539 Pole Line Road,
Twin Falls, ID 83301",1-208-736-9600,1-208-736-6757,-114.469319,42.591978
La Quinta Inn & Suites Tyler - University Area,"2552 S SE Loop 323,
Tyler, TX 75701",1-903-525-9677,1-903-525-9678,-95.26581,32.322261
La Quinta Inn Tyler,"1601 West Southwest Loop 323,
Tyler, TX 75701-8533",1-903-561-2223,1-903-581-5708,-95.320554,32.303847
La Quinta Inn & Suites Union City,"6604 Mall Blvd.,
Union City, GA 30291",1-770-306-0049,1-770-306-0050,-84.53781,33.574301
La Quinta Inn & Suites Coral Springs South,"3100 North University Dr,
Coral Springs, FL 33065",1-954-344-2200,1-954-344-0931,-80.250702,26.268403
La Quinta Inn & Suites USF (Near Busch Gardens),"3701 East Fowler Ave,
Tampa, FL 33612",1-813-910-7500,1-813-910-7600,-82.418114,28.053579
La Quinta Inn & Suites Valdosta / Moody AFB,"1800 Clubhouse Dr,
Valdosta, GA 31601",1-229-247-7755,1-229-245-1359,-83.327659,30.840363
La Quinta Inn Vancouver Airport,"8640 Alexandra Rd,
Richmond, BC V6X 1C4",1-604-276-2711,1-604-276-2733,-123.127116,49.177832
La Quinta Inn & Suites Vancouver,"1500 Northeast 134th St,
Vancouver, WA 98685",1-360-566-1100,1-360-566-1497,-122.6566,45.718201
La Quinta Inn Ventura,"5818 Valentine Rd,
Ventura, CA 93003",1-805-658-6200,1-805-642-2840,-119.210993,34.251294
La Quinta Inn & Suites Verona,"5394 Willow Place,
Verona, NY 13478",1-315-231-5080,1-315-363-3536,-75.592526,43.12233
La Quinta Inn & Suites Vicksburg,"4160 South Frontage Rd,
Vicksburg, MS 39180",1-601-802-0525,1-601-802-0526,-90.839008,32.343138
La Quinta Inn & Suites Victoria - South,"3107 S Laurent Street,
Victoria, TX 77901",1-361-703-5060,1-361-703-5025,-96.979047,28.76754
La Quinta Inn Victoria,"7603 N. Navarro St,
Victoria, TX 77904",1-361-572-3585,1-361-576-4617,-96.997811,28.866215
La Quinta Inn & Suites Virginia Beach,"2800 Pacific Ave,
Virginia Beach, VA 23451",1-757-428-2203,1-757-422-6043,-75.97871,36.8564
La Quinta Inn & Suites Visalia/Sequoia Gateway,"5438 West Cypress Ave,
Visalia, CA 93277",1-559-739-9800,1-559-739-9811,-119.351445,36.326034
La Quinta Inn Waldorf,"11770 Business Park Dr,
Waldorf, MD 20601",1-301-645-0022,1-301-645-0058,-76.898235,38.640263
La Quinta Inn & Suites Walker - Denham Springs,"13450 Vera McGowan Drive,
Walker, LA 70785",1-225-667-1966,1-225-667-1556,-90.861963,30.473091
La Quinta Inn & Suites Walla Walla,"776 Silverstone Dr,
Walla Walla, WA 99362",1-509-394-8815,1-509-394-8841,-118.3719,46.067882
La Quinta Inn & Suites Warner Robins - Robins AFB,"4080 Watson Blvd,
Warner Robins, GA 31093",1-478-333-6920,1-478-333-6940,-83.702265,32.615605
La Quinta Inn & Suites Warwick Providence Airport,"36 Jefferson Blvd,
Warwick, RI 02888",1-401-941-6600,1-401-785-1260,-71.435069,41.752326
La Quinta Inn Wausau,"1910 Stewart Ave,
Wausau, WI 54401",1-715-842-0421,1-715-845-5096,-89.659509,44.959111
La Quinta Inn & Suites Waxahachie,"311 Stadium Dr,
Waxahachie, TX 75165",1-972-937-5525,1-972-937-5528,-96.836253,32.416577
La Quinta Inn & Suites Weatherford OK,"4300 Carriage Way Drive,
Weatherford, OK 73096",1-580-302-7112,1-580-302-7117,-98.65447,35.534154
La Quinta Inn & Suites Weatherford,"1915 Wall St,
Weatherford, TX 76086",1-817-594-4481,1-817-594-4474,-97.790068,32.732303
La Quinta Inn & Suites Wenatchee,"1905 North Wenatchee Ave,
Wenatchee, WA 98801",1-509-664-6565,1-509-664-0122,-120.333181,47.451634
La Quinta Inn West Long Branch,"109 Route 36,
West Long Branch, NJ 07764",1-732-403-8700,1-732-229-2169,-74.019846,40.301176
La Quinta Inn & Suites West Monroe,"507 Constitution Dr,
West Monroe, LA 71292",1-318-570-5065,1-318-855-8519,-92.165724,32.509245
La Quinta Inn West Palm Beach - Florida Turnpike,"5981 Okeechobee Blvd,
West Palm Beach, FL 33417",1-561-697-3388,1-561-687-5175,-80.135171,26.708071
La Quinta Inn & Suites West Palm Beach Airport,"1910 Palm Beach Lakes Blvd,
West Palm Beach, FL 33409",1-561-689-8540,1-561-687-7616,-80.090998,26.716763
La Quinta Inn & Suites Wichita Airport,"5500 West Kellogg Dr,
Wichita, KS 67209",1-316-943-2181,1-316-943-6587,-97.406497,37.673299
La Quinta Inn Wichita Falls Event Center North,"1128 Central Fwy North,
Wichita Falls, TX 76306-2626",1-940-322-6971,1-940-723-2573,-98.518713,33.935122
La Quinta Inn & Suites Wichita Falls - MSU Area,"2511 E. Montgomery Place,
Wichita Falls, TX 76308",1-940-386-9547,1-940-386-9080,-98.533224,33.863217
La Quinta Inn & Suites Wichita Northeast,"2660 N. Greenwich Ct.,
Wichita, KS 67226",1-316-500-6220,1-316-500-6221,-97.200116,37.731197
La Quinta Inn & Suites Williams-Grand Canyon Area,"1100 West Cataract Lake Rd,
Williams, AZ 86046",1-928-635-0033,1-928-635-0044,-112.196763,35.250828
La Quinta Inn & Suites Williamsburg Historic Area,"600 Bypass Road,
Williamsburg, VA 23185",1-757-220-2800,1-757-220-8986,-76.709804,37.283797
La Quinta Inn Wilsonville,"8815 Southwest Sun Pl,
Wilsonville, OR 97070",1-503-682-3184,1-503-682-2351,-122.767568,45.336305
La Quinta Inn & Suites Winchester,"1055 Millwood Pike,
Winchester, VA 22602",1-540-678-8899,1-540-678-1369,-78.151929,39.160332
La Quinta Inn & Suites Winnie,"226 Spur 5,
Winnie, TX 77665",1-409-296-8800,1-409-296-8801,-94.38376,29.82996
La Quinta Inn & Suites Winston-Salem,"2020 Griffith Rd,
Winston-Salem, NC 27103",1-336-765-8777,1-336-765-8154,-80.310189,36.062144
La Quinta Inn & Suites Woodburn,"120 Arney Road NE,
Woodburn, OR 97071",1-503-982-1727,1-503-982-0355,-122.882499,45.152234
La Quinta Inn & Suites St. Paul-Woodbury,"700 Bielenberg Dr.,
Woodbury, MN 55125",1-651-264-0144,1-651-264-0145,-92.954831,44.938679
La Quinta Inn The Woodlands North,"28673 I-45 North,
The Woodlands, TX 77381",1-281-367-7722,1-281-367-9054,-95.452818,30.180008
La Quinta Inn & Suites Houston - Magnolia,"6930 FM 1488 Rd,
Magnolia, TX 77354",1-281-259-1757,1-281-259-1753,-95.573212,30.221085
La Quinta Inn & Suites Woodward,"3410 Williams Ave,
Woodward, OK 73801",1-580-256-5533,1-580-256-5535,-99.37608,36.411086
La Quinta Inn & Suites Woodway - Waco South,"6003 Woodway Dr,
Waco, TX 76712",1-254-772-0200,1-254-772-0201,-97.193129,31.51053
La Quinta Inn & Suites Dallas - Wylie,"2210 W FM 544,
Wylie, TX 75098",1-800-753-3757,1-469-969-0912,-96.562813,33.00785
La Quinta Inn & Suites Wytheville,"1800 East Main St,
Wytheville, VA 24382",1-276-228-7400,1-276-228-4788,-81.060951,36.947718
La Quinta Inn & Suites York,"1405 Kenneth Road,
York, PA 17408",1-717-767-2400,1-717-767-7419,-76.7635667,39.976745
La Quinta Inn & Suites at Zion Park/Springdale,"792 Zion Park Blvd.,
Springdale, UT 84767",1-435-627-5280,1-435-627-5285,-112.997305,37.189356
